!!SBtab	SBtabVersion='0.9.1' TableID='Reaction' TableType='Reaction' TableName='transformed standard Gibbs free energies of reaction, dG0_prime' QuantityType='standard Gibbs free energy of reaction' Unit='kJ/mol' pH='7.0' Temperature='298.15' TemperatureUnit='kelvin' 'IonicStrength='0.1' IoniStrengthUnit='mM' UniqueKeys='False'			
!Identifiers:kegg.reaction	!Mean	   !Std	!Comment
R06761			uncertainty is too high
R06762	283.4	17.6	
R06763	-256.8	16.6	
R06764			uncertainty is too high
R06765			uncertainty is too high
R06766			uncertainty is too high
R06767			uncertainty is too high
R06768			uncertainty is too high
R06769			uncertainty is too high
R06770			uncertainty is too high
R06771			uncertainty is too high
R06772			uncertainty is too high
R06773			uncertainty is too high
R06774			uncertainty is too high
R06775			uncertainty is too high
R06776			uncertainty is too high
R06777			uncertainty is too high
R06778			uncertainty is too high
R06779	-69.5	46.4	
R06780	-204.2	9.4	
R06781	-198.6	8.7	
R06782	-399.5	15.6	
R06783	-393.9	16.3	
R06784	-25.4	19.1	
R06785	-25.3	20.1	
R06786	-442.4	14.6	
R06787	-442.4	15.6	
R06788	-255.8	14.8	
R06789	-52.4	11.5	
R06790	-205.7	5.3	
R06791	-205.7	5.3	
R06792			uncertainty is too high
R06793			uncertainty is too high
R06794			uncertainty is too high
R06795			uncertainty is too high
R06796			uncertainty is too high
R06797			uncertainty is too high
R06798			uncertainty is too high
R06799	-2.9	74.9	
R06800	3.3	76.7	
R06801			uncertainty is too high
R06802			uncertainty is too high
R06803			uncertainty is too high
R06804			uncertainty is too high
R06805			uncertainty is too high
R06806			uncertainty is too high
R06807			uncertainty is too high
R06808			uncertainty is too high
R06809			uncertainty is too high
R06810			uncertainty is too high
R06811			uncertainty is too high
R06812			uncertainty is too high
R06813			uncertainty is too high
R06814			uncertainty is too high
R06815			uncertainty is too high
R06816			uncertainty is too high
R06817			uncertainty is too high
R06818			uncertainty is too high
R06819			uncertainty is too high
R06820	-13.7	51.5	
R06821			uncertainty is too high
R06822			uncertainty is too high
R06823			uncertainty is too high
R06824			uncertainty is too high
R06825			uncertainty is too high
R06826			uncertainty is too high
R06827			uncertainty is too high
R06828			uncertainty is too high
R06829			uncertainty is too high
R06830	-19.7	7.6	
R06831			uncertainty is too high
R06832			uncertainty is too high
R06833			uncertainty is too high
R06834			uncertainty is too high
R06835			uncertainty is too high
R06836	9.1	4.9	
R06837	-895.1	4.9	
R06838	30.7	12.4	
R06839			uncertainty is too high
R06840			uncertainty is too high
R06841	-79.1	5.4	
R06842	18.6	8.3	
R06843	-7.9	8.4	
R06844	77.8	7.9	
R06845	-84.2	9.1	
R06846	17.6	5.8	
R06847	77.1	9.5	
R06848			uncertainty is too high
R06849	58.5	6.1	
R06850	58.6	7.5	
R06851	-443.3	21.6	
R06852	5.3	23.6	
R06853			uncertainty is too high
R06854			uncertainty is too high
R06855	-222.7	7.3	
R06856			uncertainty is too high
R06857			uncertainty is too high
R06858	-138.6	43.3	
R06859			uncertainty is too high
R06861			uncertainty is too high
R06862			uncertainty is too high
R06863			uncertainty is too high
R06865	-220.6	61.1	
R06866	-11.0	62.1	
R06867			uncertainty is too high
R06868			uncertainty is too high
R06869			uncertainty is too high
R06870	-3.6	6.3	
R06871	-8.4	0.8	
R06872			uncertainty is too high
R06875			uncertainty is too high
R06876			uncertainty is too high
R06877			uncertainty is too high
R06878			uncertainty is too high
R06879			uncertainty is too high
R06880	-265.8	27.5	
R06881	-204.2	28.3	
R06882	-26.1	32.0	
R06883	-407.0	23.5	
R06884	-395.3	26.8	
R06885	3.1	22.3	
R06886	-372.7	23.1	
R06887	-299.8	25.8	
R06888	-407.0	23.0	
R06889	-469.4	21.5	
R06890	-398.4	12.2	
R06891	20.0	10.8	
R06892	-430.5	12.8	
R06893	-68.7	13.9	
R06894	-17.0	22.2	
R06895			uncertainty is too high
R06896			uncertainty is too high
R06897	-0.6	7.3	
R06898	93.0	28.5	
R06899	183.2	48.0	
R06900	-387.8	33.6	
R06901	-375.0	40.1	
R06902	-425.4	25.1	
R06903	-40.5	22.5	
R06904	-3.2	22.5	
R06905	-4.9	38.1	
R06906	3.3	38.0	
R06907	-43.5	37.3	
R06908	-26.9	37.4	
R06909	-356.3	29.2	
R06910	-68.5	33.7	
R06911	-29.3	28.5	
R06912	-267.3	19.9	
R06913	10.0	13.8	
R06914	-36.9	11.9	
R06915	-453.4	15.7	
R06916	-395.3	23.5	
R06917	23.1	22.5	
R06918	-36.9	22.4	
R06919	-356.3	28.8	
R06920	-132.7	33.3	
R06921	-372.6	27.9	
R06922	74.9	18.8	
R06923	11.3	13.6	
R06924	-171.6	14.5	
R06925	-9.8	12.1	
R06926	-395.3	23.5	
R06927	23.1	22.5	
R06928	-36.9	22.4	
R06929	-749.0	14.7	
R06930	-356.3	29.0	
R06931	-68.5	33.5	
R06932	-371.4	27.8	
R06933	74.7	18.3	
R06934	10.0	13.0	
R06935	-36.7	11.4	
R06936	-453.4	15.5	
R06937	-356.3	29.2	
R06938	-473.3	23.5	
R06939	-453.4	15.7	
R06940	-28.7	34.0	
R06941			uncertainty is too high
R06942	-0.6	31.5	
R06943	46.2	32.3	
R06944	-13.1	6.2	
R06945	-409.6	32.0	
R06946			uncertainty is too high
R06947			uncertainty is too high
R06948			uncertainty is too high
R06949			uncertainty is too high
R06950			uncertainty is too high
R06951			uncertainty is too high
R06952			uncertainty is too high
R06953			uncertainty is too high
R06954			uncertainty is too high
R06955			uncertainty is too high
R06956			uncertainty is too high
R06957	-170.4	33.7	
R06958	41.1	32.8	
R06959	-299.8	32.2	
R06960	-154.1	83.3	
R06961	-1.0	83.0	
R06962	-207.7	83.4	
R06963	-154.1	86.4	
R06964	-340.7	84.0	
R06966			uncertainty is too high
R06967			uncertainty is too high
R06968			uncertainty is too high
R06969			uncertainty is too high
R06970			uncertainty is too high
R06971			uncertainty is too high
R06972			uncertainty is too high
R06973	-7.6	10.4	
R06974	0.0	13.8	
R06975	1.1	7.0	
R06976	-6.6	5.8	
R06977	-19.5	9.3	
R06978	-21.0	9.5	
R06979	54.8	17.8	
R06980			uncertainty is too high
R06981			uncertainty is too high
R06982	-11.6	5.5	
R06983	-20.2	20.7	
R06985	-63.1	4.5	
R06987	-2.1	9.4	
R06988			uncertainty is too high
R06989	-4.5	2.9	
R06990	-52.8	13.6	
R06991			uncertainty is too high
R06992			uncertainty is too high
R06993			uncertainty is too high
R06994			uncertainty is too high
R06995			uncertainty is too high
R06996			uncertainty is too high
R06997			uncertainty is too high
R06998			uncertainty is too high
R06999			uncertainty is too high
R07000	-369.9	44.8	
R07001	-369.9	44.8	
R07002	-10.4	51.0	
R07003	-10.4	51.0	
R07004	-10.4	51.0	
R07005	141.4	43.7	
R07006	141.4	43.7	
R07007	-47.8	43.2	
R07008	141.4	43.7	
R07009	-73.5	45.6	
R07010	-73.5	45.6	
R07011	-73.4	45.6	
R07012	-73.4	45.6	
R07013	12.6	50.9	
R07014	12.6	50.9	
R07015	-67.5	32.7	
R07016			uncertainty is too high
R07017	17.1	32.8	
R07018	-204.2	28.2	
R07019	1.5	33.2	
R07020	-443.4	28.8	
R07021			uncertainty is too high
R07022			uncertainty is too high
R07023			uncertainty is too high
R07024			uncertainty is too high
R07025			uncertainty is too high
R07026			uncertainty is too high
R07027			uncertainty is too high
R07028			uncertainty is too high
R07029			uncertainty is too high
R07030			uncertainty is too high
R07031	25.6	28.9	
R07032	25.6	28.9	
R07034			uncertainty is too high
R07035			uncertainty is too high
R07036	25.6	26.2	
R07037	25.6	26.2	
R07038			uncertainty is too high
R07039			uncertainty is too high
R07040			uncertainty is too high
R07041	-396.5	6.7	
R07042			uncertainty is too high
R07043			uncertainty is too high
R07044	25.6	26.2	
R07045	25.6	26.2	
R07046	-398.6	6.5	
R07047			uncertainty is too high
R07048	-424.9	8.6	
R07049			uncertainty is too high
R07050	-424.9	8.6	
R07051	-424.9	8.6	
R07052	-424.9	8.6	
R07053			uncertainty is too high
R07054	-398.6	6.5	
R07055	-429.8	8.6	
R07056	-429.8	8.6	
R07057			uncertainty is too high
R07058	20.6	22.5	
R07059			uncertainty is too high
R07060			uncertainty is too high
R07061			uncertainty is too high
R07062			uncertainty is too high
R07063			uncertainty is too high
R07064			uncertainty is too high
R07066			uncertainty is too high
R07067	0.6	33.0	
R07068			uncertainty is too high
R07069			uncertainty is too high
R07070			uncertainty is too high
R07071			uncertainty is too high
R07072			uncertainty is too high
R07073			uncertainty is too high
R07074			uncertainty is too high
R07075			uncertainty is too high
R07076			uncertainty is too high
R07077			uncertainty is too high
R07078			uncertainty is too high
R07079			uncertainty is too high
R07080			uncertainty is too high
R07081			uncertainty is too high
R07082			uncertainty is too high
R07083			uncertainty is too high
R07084			uncertainty is too high
R07085			uncertainty is too high
R07086			uncertainty is too high
R07087			uncertainty is too high
R07088	-442.1	9.5	
R07089	-405.0	11.9	
R07090			uncertainty is too high
R07091	9.0	10.1	
R07092			uncertainty is too high
R07093			uncertainty is too high
R07094			uncertainty is too high
R07095			uncertainty is too high
R07096			uncertainty is too high
R07097			uncertainty is too high
R07098	-421.9	12.1	
R07099	-422.6	9.6	
R07100			uncertainty is too high
R07101			uncertainty is too high
R07102			uncertainty is too high
R07103			uncertainty is too high
R07104			uncertainty is too high
R07105			uncertainty is too high
R07106	-20.0	10.2	
R07107	-538.9	11.1	
R07108	25.6	27.2	
R07109	25.6	27.2	
R07110	25.6	27.2	
R07111	25.6	27.2	
R07112			uncertainty is too high
R07113			uncertainty is too high
R07114	-193.0	16.5	
R07115			uncertainty is too high
R07116			uncertainty is too high
R07117			uncertainty is too high
R07118	141.4	17.2	
R07119			uncertainty is too high
R07120	41.1	20.0	
R07121	25.6	21.7	
R07122	25.6	21.7	
R07123	27.8	6.6	
R07124	-28.8	37.3	
R07125	-12.7	7.6	
R07126			uncertainty is too high
R07127	-14.7	5.2	
R07128			uncertainty is too high
R07132			uncertainty is too high
R07133	15.7	3.4	
R07134	18.5	5.8	
R07135	13.2	3.0	
R07136			uncertainty is too high
R07137			uncertainty is too high
R07138			uncertainty is too high
R07139	18.9	4.3	
R07140	-19.2	20.7	
R07141			uncertainty is too high
R07142			uncertainty is too high
R07143	13.5	7.3	
R07144	19.4	5.8	
R07145	12.8	3.1	
R07146	5.1	35.4	
R07147	-2.4	2.2	
R07148			uncertainty is too high
R07149			uncertainty is too high
R07150	-15.1	20.6	
R07151	-112.8	25.7	
R07153			uncertainty is too high
R07154			uncertainty is too high
R07155			uncertainty is too high
R07156			uncertainty is too high
R07157	-65.4	10.2	
R07158			uncertainty is too high
R07159	-15.1	11.7	
R07160	-2.6	14.1	
R07161	-28.4	9.2	
R07162			uncertainty is too high
R07163			uncertainty is too high
R07164	40.8	1.1	
R07165	41.8	1.2	
R07166			uncertainty is too high
R07167			uncertainty is too high
R07168	37.9	8.3	
R07169			uncertainty is too high
R07170			uncertainty is too high
R07171	-133.4	8.3	
R07172	-134.4	8.3	
R07173			uncertainty is too high
R07174			uncertainty is too high
R07175	-5.3	6.6	
R07176	31.4	9.4	
R07177			uncertainty is too high
R07178			uncertainty is too high
R07179			uncertainty is too high
R07180			uncertainty is too high
R07181	-33.6	5.9	
R07182			uncertainty is too high
R07183	-435.2	12.2	
R07184			uncertainty is too high
R07185			uncertainty is too high
R07186			uncertainty is too high
R07187			uncertainty is too high
R07188	-347.0	20.5	
R07190			uncertainty is too high
R07191			uncertainty is too high
R07192			uncertainty is too high
R07193			uncertainty is too high
R07194	-419.4	9.7	
R07195	-497.5	78.0	
R07196	-480.0	77.3	
R07197	-497.5	78.0	
R07198	-338.2	32.7	
R07199			uncertainty is too high
R07200			uncertainty is too high
R07201	-431.1	12.5	
R07202	-396.2	32.1	
R07203			uncertainty is too high
R07204			uncertainty is too high
R07205			uncertainty is too high
R07206			uncertainty is too high
R07207			uncertainty is too high
R07208			uncertainty is too high
R07209			uncertainty is too high
R07210			uncertainty is too high
R07211			uncertainty is too high
R07212			uncertainty is too high
R07213			uncertainty is too high
R07214			uncertainty is too high
R07215			uncertainty is too high
R07216	-397.7	39.1	
R07217	-397.7	39.1	
R07218			uncertainty is too high
R07219	67.4	3.6	
R07220			uncertainty is too high
R07221	-115.8	13.2	
R07222	-99.2	42.7	
R07223			uncertainty is too high
R07224			uncertainty is too high
R07225			uncertainty is too high
R07226	3.9	6.8	
R07227	2.2	11.1	
R07228			uncertainty is too high
R07229			uncertainty is too high
R07230			uncertainty is too high
R07232			uncertainty is too high
R07233			uncertainty is too high
R07234			uncertainty is too high
R07235			uncertainty is too high
R07236			uncertainty is too high
R07237			uncertainty is too high
R07238			uncertainty is too high
R07239			uncertainty is too high
R07240			uncertainty is too high
R07241			uncertainty is too high
R07242			uncertainty is too high
R07243			uncertainty is too high
R07244			uncertainty is too high
R07245	-14.3	8.0	
R07247			uncertainty is too high
R07248	-2.4	65.6	
R07249			uncertainty is too high
R07250	-152.4	45.4	
R07251			uncertainty is too high
R07252			uncertainty is too high
R07253	-174.3	21.1	
R07255			uncertainty is too high
R07256			uncertainty is too high
R07257			uncertainty is too high
R07258			uncertainty is too high
R07259			uncertainty is too high
R07260	-19.0	17.4	
R07261			uncertainty is too high
R07262	-25.0	41.9	
R07263	-77.7	34.8	
R07264	2.5	5.0	
R07265	4.9	2.4	
R07266			uncertainty is too high
R07267	-72.9	77.5	
R07268			uncertainty is too high
R07269	-72.9	96.7	
R07270	50.0	77.6	
R07271	-74.1	67.5	
R07272	-74.1	67.5	
R07273	-75.9	87.8	
R07274	-36.4	8.5	
R07275	2.3	8.7	
R07276	-8.6	39.7	
R07277			uncertainty is too high
R07278			uncertainty is too high
R07279	-5.7	2.8	
R07280	-14.1	24.2	
R07281	-81.6	4.1	
R07282			uncertainty is too high
R07285			uncertainty is too high
R07287			uncertainty is too high
R07288			uncertainty is too high
R07289			uncertainty is too high
R07290	4.5	13.6	
R07291			uncertainty is too high
R07292			uncertainty is too high
R07293			uncertainty is too high
R07294	-25.0	33.1	
R07295			uncertainty is too high
R07296			uncertainty is too high
R07297			uncertainty is too high
R07298	-18.4	4.6	
R07299			uncertainty is too high
R07300	-11.2	20.9	
R07301	-8.0	11.4	
R07302			uncertainty is too high
R07303	-28.7	13.5	
R07305	-50.4	19.4	
R07306	-50.7	10.6	
R07307	-62.9	17.4	
R07308			uncertainty is too high
R07309			uncertainty is too high
R07310			uncertainty is too high
R07311			uncertainty is too high
R07312	-17.2	11.7	
R07313	-76.8	47.3	
R07314			uncertainty is too high
R07315	-41.7	7.0	
R07316	-9.7	6.7	
R07317			uncertainty is too high
R07318			uncertainty is too high
R07319	0.0	8.7	
R07320			uncertainty is too high
R07321			uncertainty is too high
R07322			uncertainty is too high
R07323			uncertainty is too high
R07324	-55.2	15.5	
R07325			uncertainty is too high
R07326			uncertainty is too high
R07327			uncertainty is too high
R07328			uncertainty is too high
R07329	-460.3	28.5	
R07330			uncertainty is too high
R07331			uncertainty is too high
R07332			uncertainty is too high
R07333	-264.8	27.5	
R07334			uncertainty is too high
R07335			uncertainty is too high
R07336			uncertainty is too high
R07337	-13.7	40.6	
R07338			uncertainty is too high
R07339			uncertainty is too high
R07340			uncertainty is too high
R07341			uncertainty is too high
R07342	-68.7	10.4	
R07343			uncertainty is too high
R07344	-307.6	20.6	
R07345			uncertainty is too high
R07346	16.1	5.0	
R07347			uncertainty is too high
R07348			uncertainty is too high
R07349			uncertainty is too high
R07350			uncertainty is too high
R07351			uncertainty is too high
R07352			uncertainty is too high
R07353	-673.8	58.9	
R07354			uncertainty is too high
R07355			uncertainty is too high
R07356			uncertainty is too high
R07357			uncertainty is too high
R07358			uncertainty is too high
R07359			uncertainty is too high
R07360	-68.9	15.9	
R07361			uncertainty is too high
R07362	-326.9	16.1	
R07363	-514.3	18.3	
R07364	-509.0	17.6	
R07365			uncertainty is too high
R07366	-506.0	54.9	
R07367			uncertainty is too high
R07368			uncertainty is too high
R07369	-443.4	30.1	
R07370	-443.3	36.1	
R07371			uncertainty is too high
R07372			uncertainty is too high
R07373			uncertainty is too high
R07374			uncertainty is too high
R07375			uncertainty is too high
R07376			uncertainty is too high
R07377			uncertainty is too high
R07379			uncertainty is too high
R07380			uncertainty is too high
R07381			uncertainty is too high
R07382			uncertainty is too high
R07383			uncertainty is too high
R07384			uncertainty is too high
R07385			uncertainty is too high
R07386			uncertainty is too high
R07387			uncertainty is too high
R07388			uncertainty is too high
R07389			uncertainty is too high
R07390			uncertainty is too high
R07392	-41.9	17.0	
R07393	-0.5	17.4	
R07394	-13.9	17.0	
R07395	-14.4	17.0	
R07396	10.1	15.9	
R07397			uncertainty is too high
R07398			uncertainty is too high
R07399	-42.7	5.2	
R07400			uncertainty is too high
R07401			uncertainty is too high
R07402			uncertainty is too high
R07403	-499.2	14.0	
R07404	-61.4	10.8	
R07405	37.1	18.1	
R07406	-16.6	8.2	
R07407	65.1	4.8	
R07408	39.9	24.9	
R07409	-462.8	13.4	
R07410	64.2	4.7	
R07411			uncertainty is too high
R07412			uncertainty is too high
R07413	-12.2	10.2	
R07414	-21.0	13.0	
R07415	-93.4	15.3	
R07416	-9.5	13.2	
R07417	-36.7	11.0	
R07418	-35.7	11.0	
R07419	-15.9	8.1	
R07420	-42.4	8.4	
R07421	-409.5	24.5	
R07422	-427.7	19.9	
R07423			uncertainty is too high
R07426			uncertainty is too high
R07427			uncertainty is too high
R07428			uncertainty is too high
R07429			uncertainty is too high
R07430			uncertainty is too high
R07431			uncertainty is too high
R07432	19.6	35.9	
R07433	-1.8	35.5	
R07436	-204.2	36.0	
R07437	-24.0	12.6	
R07440	-443.3	20.6	
R07441	-39.8	30.5	
R07442	-38.8	30.5	
R07443			uncertainty is too high
R07444			uncertainty is too high
R07445			uncertainty is too high
R07446			uncertainty is too high
R07447			uncertainty is too high
R07448			uncertainty is too high
R07449			uncertainty is too high
R07450			uncertainty is too high
R07451			uncertainty is too high
R07452			uncertainty is too high
R07453			uncertainty is too high
R07454			uncertainty is too high
R07455			uncertainty is too high
R07456	1225.4	8.3	
R07457			uncertainty is too high
R07458			uncertainty is too high
R07459			uncertainty is too high
R07460			uncertainty is too high
R07461			uncertainty is too high
R07462			uncertainty is too high
R07463			uncertainty is too high
R07464			uncertainty is too high
R07465			uncertainty is too high
R07466			uncertainty is too high
R07467			uncertainty is too high
R07468			uncertainty is too high
